"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorEqual record1Value","[0] SongNameComparatorEqual record2Value","[0] SongNameComparatorEqual record1PreprocessedValue","[0] SongNameComparatorEqual record2PreprocessedValue","[0] SongNameComparatorEqual similarity","[0] SongNameComparatorEqual postproccesedSimilarity","[1] SongArtistsComparatorToken record1Value","[1] SongArtistsComparatorToken record2Value","[1] SongArtistsComparatorToken record1PreprocessedValue","[1] SongArtistsComparatorToken record2PreprocessedValue","[1] SongArtistsComparatorToken similarity","[1] SongArtistsComparatorToken postproccesedSimilarity"
"LinearCombinationMatchingRule","spotify_16683","musicbrainz_16894","0.0",,"the calendar","the night watch (2011 stereo mix)","the calendar","the night watch (2011 stereo mix)","0.0","0.0","panic! at the disco","king crimson","panic! at the disco","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17713","musicbrainz_1245","0.0",,"boom boom pow","born this way","boom boom pow","born this way","0.0","0.0","black eyed peas","thousand foot krutch","black eyed peas","thousand foot krutch","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3898","musicbrainz_27997","0.0",,"wicked ones","with these two hands","wicked ones","with these two hands","0.0","0.0","dorothy","bon jovi","dorothy","bon jovi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3936","musicbrainz_8027","0.0",,"thunderstorm for relaxing sleep, pt. 4","the ideal husband","thunderstorm for relaxing sleep, pt. 4","the ideal husband","0.0","0.0","sleepy times","father john misty","sleepy times","father john misty","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14598","musicbrainz_16834","0.0",,"ready to start","red queen","ready to start","red queen","0.0","0.0","arcade fire","area 11","arcade fire","area 11","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12999","musicbrainz_827","0.0",,"fixer upper - from ""frozen""/soundtrack version","finale – the rock (demo)","fixer upper - from ""frozen""/soundtrack version","finale – the rock (demo)","0.0","0.0","maia wilson,  cast - frozen","the who","maia wilson,  cast - frozen","the who","0.0","0.0"
"LinearCombinationMatchingRule","spotify_171","musicbrainz_25876","0.0",,"bilgewater","bitwa wilków wotana","bilgewater","bitwa wilków wotana","0.0","0.0","brown bird","graveland","brown bird","graveland","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20434","musicbrainz_32574","0.0",,"leaving heaven (feat. skylar grey)","left/right","leaving heaven (feat. skylar grey)","left/right","0.0","0.0","eminem,  skylar grey","dinosaur jr.","eminem,  skylar grey","dinosaur jr.","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11926","musicbrainz_11377","0.0",,"the love club","thunder and lightning (demo)","the love club","thunder and lightning (demo)","0.0","0.0","lorde","thin lizzy","lorde","thin lizzy","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15703","musicbrainz_3192","0.0",,"honestly","home from home","honestly","home from home","0.0","0.0","hot chelle rae","everything but the girl","hot chelle rae","everything but the girl","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17552","musicbrainz_5919","0.08000000000000002",,"far (feat. young thug)","fais la mouette","far (feat. young thug)","fais la mouette","0.0","0.0","gunna,  young thug","the young gods","gunna,  young thug","the young gods","0.2","0.2"
"LinearCombinationMatchingRule","spotify_7592","musicbrainz_17812","0.0",,"ponyo on the cliff by the sea","portland","ponyo on the cliff by the sea","portland","0.0","0.0","noah cyrus,  frankie jonas","nerf herder","noah cyrus,  frankie jonas","nerf herder","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17310","musicbrainz_13213","0.0",,"i'm not enough and i'm sorry","i'm open","i'm not enough and i'm sorry","i'm open","0.0","0.0","teqkoi,  snøw","pearl jam","teqkoi,  snøw","pearl jam","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4132","musicbrainz_14572","0.0",,"into your arms (feat. ava max)","in loving memory","into your arms (feat. ava max)","in loving memory","0.0","0.0","witt lowry,  ava max","bullet for my valentine","witt lowry,  ava max","bullet for my valentine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18108","musicbrainz_21147","0.0",,"that part - black hippy remix","the sick rose","that part - black hippy remix","the sick rose","0.0","0.0","schoolboy q","amplifier","schoolboy q","amplifier","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19517","musicbrainz_5330","0.0",,"victory","vi är för alltid","victory","vi är för alltid","0.0","0.0","trampled by turtles","kent","trampled by turtles","kent","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8125","musicbrainz_17667","0.0",,"think about you (feat. quiñ)","the mood","think about you (feat. quiñ)","the mood","0.0","0.0","g-eazy,  quin","kid cudi","g-eazy,  quin","kid cudi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1289","musicbrainz_2669","0.0",,"we had today","we the people","we had today","we the people","0.0","0.0","rachel portman","megadeth","rachel portman","megadeth","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12249","musicbrainz_28625","0.0",,"this girl (kungs vs. cookin' on 3 burners)","the day texas sank to the bottom of the sea","this girl (kungs vs. cookin' on 3 burners)","the day texas sank to the bottom of the sea","0.0","0.0","kungs,  ""cookin on 3 burners""","charlie simpson","kungs,  ""cookin on 3 burners""","charlie simpson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9844","musicbrainz_31269","0.0",,"redneck dirt road riders","restless (extended bonus mix)","redneck dirt road riders","restless (extended bonus mix)","0.0","0.0","jawga boyz","new order","jawga boyz","new order","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11374","musicbrainz_30180","0.0",,"magic in the hamptons (feat. lil yachty)","marooned","magic in the hamptons (feat. lil yachty)","marooned","0.0","0.0","social house,  lil yachty","pink floyd","social house,  lil yachty","pink floyd","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9708","musicbrainz_29429","0.0",,"i don't give a fuck","i don't play","i don't give a fuck","i don't play","0.0","0.0","lil jon & the east side boyz,  mystikal,  krayzie bone","belly","lil jon & the east side boyz,  mystikal,  krayzie bone","belly","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10633","musicbrainz_11220","0.0",,"the most beautiful thing","that feeling","the most beautiful thing","that feeling","0.0","0.0","bruno major","we the kings","bruno major","we the kings","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18742","musicbrainz_33343","0.0",,"the world is ugly","the wonderwhy","the world is ugly","the wonderwhy","0.0","0.0","my chemical romance","wolf alice","my chemical romance","wolf alice","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5544","musicbrainz_1046","0.0",,"the phantom of the opera - live at the royal albert hall/2011","the barbarian (live at the isle of wight festival)","the phantom of the opera - live at the royal albert hall/2011","the barbarian (live at the isle of wight festival)","0.0","0.0","andrew lloyd webber","emerson, lake & palmer","andrew lloyd webber","emerson, lake & palmer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17706","musicbrainz_3750","0.0",,"the diary of jane","the time has come","the diary of jane","the time has come","0.0","0.0","breaking benjamin","weeping willows","breaking benjamin","weeping willows","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1931","musicbrainz_702","0.0",,"copycat - sofi tukker remix","consequence","copycat - sofi tukker remix","consequence","0.0","0.0","billie eilish,  sofi tukker","strapping young lad","billie eilish,  sofi tukker","strapping young lad","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7951","musicbrainz_24404","0.0",,"these things happen","the rosebud film","these things happen","the rosebud film","0.0","0.0","g-eazy","fleetwood mac","g-eazy","fleetwood mac","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16486","musicbrainz_18363","0.0",,"last time i say sorry","lanterns","last time i say sorry","lanterns","0.0","0.0","kane brown,  john legend","birds of tokyo","kane brown,  john legend","birds of tokyo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8081","musicbrainz_18192","0.0",,"rey pobre - con tololoche","requiem","rey pobre - con tololoche","requiem","0.0","0.0","los alegres del barranco","the flaming lips","los alegres del barranco","the flaming lips","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8536","musicbrainz_15718","0.0",,"randy dandy-oh","rainfall on a sunny day","randy dandy-oh","rainfall on a sunny day","0.0","0.0","the dreadnoughts","paradise lost","the dreadnoughts","paradise lost","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8175","musicbrainz_26376","0.0",,"untitled 06 | 06.30.2014.","under flaming skies (demo version)","untitled 06 | 06.30.2014.","under flaming skies (demo version)","0.0","0.0","kendrick lamar","stratovarius","kendrick lamar","stratovarius","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6773","musicbrainz_12460","0.0",,"this is how we do","the messenger","this is how we do","the messenger","0.0","0.0","katy perry","linkin park","katy perry","linkin park","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17103","musicbrainz_14647","0.0",,"be right there","before i break","be right there","before i break","0.0","0.0","diplo,  sleepy tom","uncle tupelo","diplo,  sleepy tom","uncle tupelo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19584","musicbrainz_15396","0.0",,"start of something good","stay beautiful (live at the o2)","start of something good","stay beautiful (live at the o2)","0.0","0.0","daughtry","manic street preachers","daughtry","manic street preachers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5292","musicbrainz_29055","0.0",,"love song","lost that easy","love song","lost that easy","0.0","0.0","lana del rey","cold war kids","lana del rey","cold war kids","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4374","musicbrainz_39","0.0",,"the boy who could fly","the conjuring","the boy who could fly","the conjuring","0.0","0.0","pierce the veil","megadeth","pierce the veil","megadeth","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6249","musicbrainz_33390","0.0",,"anybody (feat. nicki minaj)","antigravity","anybody (feat. nicki minaj)","antigravity","0.0","0.0","young thug,  nicki minaj","starset","young thug,  nicki minaj","starset","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3162","musicbrainz_21005","0.0",,"this ain't that","the hard way (from “household objects”)","this ain't that","the hard way (from “household objects”)","0.0","0.0","trippie redd,  lil mosey","pink floyd","trippie redd,  lil mosey","pink floyd","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14700","musicbrainz_22300","0.0",,"thunderstorm approaching","the cure","thunderstorm approaching","the cure","0.0","0.0","nature sounds artists","dead letter circus","nature sounds artists","dead letter circus","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2557","musicbrainz_33792","0.0",,"popular song","porcelina of the vast oceans","popular song","porcelina of the vast oceans","0.0","0.0","mika,  ariana grande","the smashing pumpkins","mika,  ariana grande","the smashing pumpkins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10971","musicbrainz_21965","0.0",,"you & i","you're ever so inviting","you & i","you're ever so inviting","0.0","0.0","one direction, avant,  keke wyatt","underoath","one direction, avant,  keke wyatt","underoath","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12799","musicbrainz_10764","0.0",,"then he kissed me","the bullfighter dies","then he kissed me","the bullfighter dies","0.0","0.0","the crystals","morrissey","the crystals","morrissey","0.0","0.0"
"LinearCombinationMatchingRule","spotify_908","musicbrainz_31394","0.0",,"this night","the pagan winter","this night","the pagan winter","0.0","0.0","leny bhoelai","darkthrone","leny bhoelai","darkthrone","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2569","musicbrainz_16608","0.0",,"yo te esperaba - primera fila [en vivo]","you don’t know","yo te esperaba - primera fila [en vivo]","you don’t know","0.0","0.0","alejandra guzman","meat puppets","alejandra guzman","meat puppets","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2848","musicbrainz_23543","0.0",,"that ain’t country","the new york (intro)","that ain’t country","the new york (intro)","0.0","0.0","aaron lewis","kid cudi","aaron lewis","kid cudi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4779","musicbrainz_652","0.0",,"yo girl","you're nobody til somebody loves you (live)","yo girl","you're nobody til somebody loves you (live)","0.0","0.0","jessica keenan wynn,  evan todd,  jon eidson,  barrett wilbert weed,  michelle duffy","the supremes","jessica keenan wynn,  evan todd,  jon eidson,  barrett wilbert weed,  michelle duffy","the supremes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7166","musicbrainz_33853","0.0",,"good for you","go to hell, for heaven's sake","good for you","go to hell, for heaven's sake","0.0","0.0","rachel bay jones,  kristolyn lloyd,  will roland,  ben platt","bring me the horizon","rachel bay jones,  kristolyn lloyd,  will roland,  ben platt","bring me the horizon","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7781","musicbrainz_28106","0.0",,"strokin","stopwatch affair","strokin","stopwatch affair","0.0","0.0","clarence carter","there for tomorrow","clarence carter","there for tomorrow","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15462","musicbrainz_1844","0.0",,"live this wild","little beige sambo","live this wild","little beige sambo","0.0","0.0","lil mosey","frank zappa","lil mosey","frank zappa","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16091","musicbrainz_97","0.0",,"bad chick","backs to the wall","bad chick","backs to the wall","0.0","0.0","somo","saxon","somo","saxon","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17800","musicbrainz_8624","0.0",,"your love","you'll never know","your love","you'll never know","0.0","0.0","dirty heads,  ky-mani marley","the maine","dirty heads,  ky-mani marley","the maine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12044","musicbrainz_30627","0.0",,"no control","not the doctor (2015 remastered)","no control","not the doctor (2015 remastered)","0.0","0.0","one direction","alanis morissette","one direction","alanis morissette","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9672","musicbrainz_27565","0.0",,"thanks","the stalker","thanks","the stalker","0.0","0.0","volbeat","hunter valentine","volbeat","hunter valentine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18287","musicbrainz_24772","0.0",,"the hype","the 911 curry","the hype","the 911 curry","0.0","0.0","twenty one pilots","cornershop","twenty one pilots","cornershop","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20154","musicbrainz_17731","0.0",,"the way life goes (feat. nicki minaj & oh wonder) - remix","the document speaks for itself","the way life goes (feat. nicki minaj & oh wonder) - remix","the document speaks for itself","0.0","0.0","lil uzi vert,  nicki minaj,  oh wonder","a day to remember","lil uzi vert,  nicki minaj,  oh wonder","a day to remember","0.0","0.0"
