"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Producer","1.0","Producer-{dbpedia_3859}","{Roman GianArthur}","Roman GianArthur",,
"Writer","1.0","Writer-{dbpedia_3576}","{Richard Archer}","Richard Archer",,
"Artist","0.0","Artist-{spotify_1548|dbpedia_607}","{[David Guetta, Sam Martin]|[David Guetta]}","[Sam Martin, David Guetta]",,
"Producer","1.0","Producer-{dbpedia_10058}","{Fetty Wap}","Fetty Wap",,
"Year","0.0","Year-{dbpedia_5580|spotify_16023}","{2016-01-01T00:00|2015-01-01T00:00}","2016-01-01T00:00",,
"Artist","1.0","Artist-{spotify_1339|dbpedia_6599}","{[C2c]|[C2c]}","[C2c]",,
"Genre","1.0","Genre-{dbpedia_1114}","{Contemporary Christian music}","Contemporary Christian music",,
"Writer","1.0","Writer-{dbpedia_2377}","{Vinylz}","Vinylz",,
"Writer","0.1111111111111111","Writer-{dbpedia_6672|dbpedia_9952|dbpedia_6476|dbpedia_7411|dbpedia_9778|dbpedia_3404|dbpedia_7746|dbpedia_8072|dbpedia_5522}","{Isabella Summers|Isabella Summers|Isabella Summers|Isabella Summers|Isabella Summers|Isabella Summers|Isabella Summers|Isabella Summers|Isabella Summers}","Isabella Summers",,
"Writer","1.0","Writer-{dbpedia_2111}","{Antonina Armato}","Antonina Armato",,
"Name","0.0","Name-{musicbrainz_15372|musicbrainz_5711|dbpedia_10371}","{Postcards From a Young Man (demo)|Postcards from a Young Man|Postcards from a Young Man (song)}","Postcards from a Young Man",,
"Duration","1.0","Duration-{spotify_6928}","{256973.0}","256973.0",,
"Producer","1.0","Producer-{dbpedia_7554}","{Robyn}","Robyn",,
"Duration","0.5","Duration-{musicbrainz_1916|spotify_19573}","{221000.0|221027.0}","221013.5",,
"Writer","1.0","Writer-{dbpedia_6073}","{John Shanks}","John Shanks",,
"Artist","0.0","Artist-{spotify_13051|spotify_9851|dbpedia_3121}","{[Imagine Dragons, Kendrick Lamar, Pentatonix, Lindsey Stirling]|[Marina, Imagine Dragons]|[Imagine Dragons]}","[Lindsey Stirling, Pentatonix, Kendrick Lamar, Imagine Dragons, Marina]",,
"Name","0.25","Name-{musicbrainz_7892|dbpedia_4095|spotify_11835|musicbrainz_7921}","{Elephant|Elephant (Tame Impala song)|Elephant|Elephant (live)}","Elephant",,
"Genre","1.0","Genre-{dbpedia_4974}","{Country music}","Country music",,
"Artist","0.5","Artist-{musicbrainz_8855|spotify_14576}","{[Sleigh Bells]|[Sleigh Bells]}","[Sleigh Bells]",,
"Album","1.0","Album-{dbpedia_4084|musicbrainz_3074}","{Break the Spell|Break the Spell}","Break the Spell",,
"Duration","1.0","Duration-{spotify_12081}","{224933.0}","224933.0",,
"Duration","0.5","Duration-{spotify_19744|musicbrainz_30486}","{254347.0|254000.0}","254173.5",,
"Year","1.0","Year-{dbpedia_3557|musicbrainz_5985}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_7270}","{Shellback}","Shellback",,
"Producer","1.0","Producer-{dbpedia_10059}","{Pablo Alborán}","Pablo Alborán",,
"Artist","0.0","Artist-{dbpedia_10436|spotify_15136}","{[Hailee Steinfeld]|[Hailee Steinfeld, Dnce]}","[Hailee Steinfeld, Dnce]",,
"Producer","1.0","Producer-{dbpedia_21}","{The Writing Camp,Fouradi,Yellow Claw}","The Writing Camp,Fouradi,Yellow Claw",,
"Genre","1.0","Genre-{dbpedia_9870}","{Country music,Country rock}","Country music,Country rock",,
"Album","1.0","Album-{musicbrainz_33852|dbpedia_6241}","{That’s the Spirit|That's the Spirit}","That's the Spirit",,
"Duration","1.0","Duration-{spotify_10782}","{246587.0}","246587.0",,
"Duration","0.0","Duration-{spotify_205|musicbrainz_18436|musicbrainz_18423|musicbrainz_18435}","{243750.0|333000.0|182306.0|213746.0}","243200.5",,
"Album","1.0","Album-{musicbrainz_16033}","{Divos Divinos (Versión Audio)}","Divos Divinos (Versión Audio)",,
"Artist","1.0","Artist-{dbpedia_1754|spotify_10795}","{[Luke Bryan]|[Luke Bryan]}","[Luke Bryan]",,
"Genre","1.0","Genre-{dbpedia_4977}","{House music}","House music",,
"Artist","0.5","Artist-{musicbrainz_6144|dbpedia_4567}","{[Passion Pit]|[Passion Pit]}","[Passion Pit]",,
"Name","0.5","Name-{spotify_5480|dbpedia_5483}","{Shutterbugg|Shutterbugg}","Shutterbugg",,
"Year","0.5","Year-{spotify_11947|dbpedia_1510}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Duration","1.0","Duration-{spotify_12080}","{238747.0}","238747.0",,
"Producer","1.0","Producer-{dbpedia_6356}","{Danger Mouse,James Mercer}","Danger Mouse,James Mercer",,
"Name","0.0","Name-{spotify_15860|spotify_2535|dbpedia_11073}","{Another Love|Another Love - Zwette Edit|Another Love (Tom Odell song)}","Another Love",,
"Year","0.5","Year-{dbpedia_9979|spotify_410}","{2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Name","0.6666666666666666","Name-{spotify_17678|dbpedia_11188|musicbrainz_12863}","{Been To Hell|Been to Hell|Been to Hell}","Been To Hell",,
"Writer","1.0","Writer-{dbpedia_4774}","{Darius Rucker,Frank Rogers}","Darius Rucker,Frank Rogers",,
"Duration","1.0","Duration-{spotify_10783}","{245040.0}","245040.0",,
"Writer","1.0","Writer-{dbpedia_2379}","{FKi,The MeKanics}","FKi,The MeKanics",,
"Producer","1.0","Producer-{dbpedia_11259}","{John Newman}","John Newman",,
"Album","1.0","Album-{dbpedia_1684}","{The Days / Nights EP}","The Days / Nights EP",,
"Name","1.0","Name-{musicbrainz_21946|dbpedia_591}","{Sue (or In a Season of Crime)|Sue (Or in a Season of Crime)}","Sue (or In a Season of Crime)",,
"Year","0.0","Year-{dbpedia_4547|spotify_13980}","{2013-01-01T00:00|2014-01-01T00:00}","2013-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_7552}","{Chris DuBois}","Chris DuBois",,
"RecordLabel","0.5","RecordLabel-{dbpedia_5271|dbpedia_8667}","{Big Machine Records|Big Machine Records}","Big Machine Records",,
"Duration","1.0","Duration-{spotify_11980}","{193296.0}","193296.0",,
"Album","1.0","Album-{musicbrainz_20631}","{The Suburbs}","The Suburbs",,
"Artist","1.0","Artist-{dbpedia_31|spotify_2615}","{[Rixton]|[Rixton]}","[Rixton]",,
"Genre","1.0","Genre-{dbpedia_5074}","{Pop rock,Pop music}","Pop rock,Pop music",,
"Genre","1.0","Genre-{dbpedia_1117}","{Trap music,Contemporary R,B}","Trap music,Contemporary R,B",,
"Genre","0.0","Genre-{dbpedia_1389|musicbrainz_14577}","{Post-punk,Indie rock,Indietronica,Dance-rock,Funk|indie rock}","Post-punk,Indie rock,Indietronica,Dance-rock,Funk",,
"Artist","0.0","Artist-{spotify_10107|dbpedia_6822|dbpedia_5178}","{[Prince Royce, Jennifer Lopez, Pitbull]|[Prince Royce]|[Pitbull]}","[Prince Royce, Jennifer Lopez, Pitbull]",,
"Album","1.0","Album-{dbpedia_524|musicbrainz_4691}","{Slash|Slash}","Slash",,
"Name","0.5","Name-{dbpedia_9730|spotify_496}","{Happy Little Pill|Happy Little Pill}","Happy Little Pill",,
"Name","0.5","Name-{dbpedia_7138|spotify_13780}","{Anything Could Happen|Anything Could Happen}","Anything Could Happen",,
"Duration","1.0","Duration-{spotify_11987}","{216040.0}","216040.0",,
"Writer","1.0","Writer-{dbpedia_4771}","{DJ Frank E}","DJ Frank E",,
"Genre","1.0","Genre-{dbpedia_2574}","{Salsa,Reggaeton}","Salsa,Reggaeton",,
"Artist","1.0","Artist-{spotify_1605|dbpedia_7692}","{[Avicii]|[Avicii]}","[Avicii]",,
"Duration","1.0","Duration-{musicbrainz_4717|musicbrainz_4713}","{229520.0|251506.0}","240513.0",,
"Artist","0.5","Artist-{musicbrainz_749|spotify_4661}","{[Kings Of Leon]|[Kings Of Leon]}","[Kings Of Leon]",,
"Artist","0.5","Artist-{spotify_7615|musicbrainz_357}","{[My Darkest Days]|[My Darkest Days]}","[My Darkest Days]",,
"Name","0.3333333333333333","Name-{musicbrainz_19584|spotify_15627|dbpedia_3294}","{1983|1983|1983 (song)}","1983",,
"Album","1.0","Album-{dbpedia_4183}","{Dark Before Dawn}","Dark Before Dawn",,
"Duration","1.0","Duration-{spotify_10788}","{177773.0}","177773.0",,
"Genre","1.0","Genre-{dbpedia_3773}","{Country pop,Soft rock}","Country pop,Soft rock",,
"Artist","0.0","Artist-{spotify_16893|dbpedia_2634|dbpedia_2104|dbpedia_7284}","{[Dj Khaled, Drake, Rick Ross, Lil Wayne]|[Lil Wayne]|[Rick Ross]|[Dj Khaled]}","[Dj Khaled, Drake, Rick Ross, Lil Wayne]",,
"Genre","0.0","Genre-{dbpedia_1383|musicbrainz_23998}","{Indietronica,Indie rock,Alternative rock|indie rock}","Indietronica,Indie rock,Alternative rock",,
"Album","1.0","Album-{musicbrainz_20894}","{Original Sin}","Original Sin",,
"Duration","0.5","Duration-{spotify_18650|musicbrainz_31955}","{203880.0|203000.0}","203440.0",,
"Name","0.0","Name-{spotify_10913|spotify_449|dbpedia_5189}","{All of Me|All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit|All of Me (John Legend song)}","All of Me",,
"Name","0.0","Name-{musicbrainz_26374|dbpedia_7050}","{Ordinary Love|Ordinary Love (U2 song)}","Ordinary Love",,
"Genre","1.0","Genre-{dbpedia_5071}","{Pop rock,New wave}","Pop rock,New wave",,
"Year","0.5","Year-{dbpedia_6965|spotify_14565}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_4772}","{Vinylz,Frank Dukes}","Vinylz,Frank Dukes",,
"Genre","1.0","Genre-{musicbrainz_12460}","{rap rock}","rap rock",,
"Name","0.3333333333333333","Name-{musicbrainz_33233|spotify_14828|musicbrainz_33213}","{Big Parade (Fuel/Friends Chapel session)|Big Parade|Big Parade}","Big Parade",,
"Duration","0.5","Duration-{spotify_236|musicbrainz_12880}","{218267.0|218000.0}","218133.5",,
"Artist","1.0","Artist-{spotify_6682|dbpedia_5640}","{[Dustin Lynch]|[Dustin Lynch]}","[Dustin Lynch]",,
"Name","0.5","Name-{spotify_8286|dbpedia_10405}","{Grass Ain't Greener|Grass Ain't Greener}","Grass Ain't Greener",,
"Duration","0.75","Duration-{musicbrainz_14539|spotify_3297|musicbrainz_14533|musicbrainz_14536}","{278386.0|259307.0|258000.0|259000.0}","263673.25",,
"Year","1.0","Year-{spotify_11875|dbpedia_1284}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Duration","1.0","Duration-{spotify_10789}","{217667.0}","217667.0",,
"Artist","1.0","Artist-{dbpedia_10801|musicbrainz_10635}","{[Poets Of The Fall]|[Poets Of The Fall]}","[Poets Of The Fall]",,
"Name","0.0","Name-{spotify_10940|dbpedia_996}","{Young And Beautiful|Young and Beautiful (Lana Del Rey song)}","Young And Beautiful",,
"Name","0.5","Name-{dbpedia_4155|musicbrainz_223}","{The Glorious Land|The Glorious Land}","The Glorious Land",,
"Year","1.0","Year-{spotify_9156|dbpedia_11066}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_3856}","{Shane McAnally,Luke Laird}","Shane McAnally,Luke Laird",,
"Writer","1.0","Writer-{dbpedia_2110}","{The Audibles}","The Audibles",,
"Year","1.0","Year-{dbpedia_3705|musicbrainz_8480}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Artist","1.0","Artist-{dbpedia_1443|spotify_8619}","{[Incubus]|[Incubus]}","[Incubus]",,
"Genre","1.0","Genre-{dbpedia_10592}","{Heavy metal}","Heavy metal",,
"Duration","1.0","Duration-{spotify_10786}","{257720.0}","257720.0",,
"Year","0.3333333333333333","Year-{spotify_10701|dbpedia_7702|musicbrainz_17669}","{2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Artist","0.0","Artist-{spotify_13802|dbpedia_3546|dbpedia_557|dbpedia_2661}","{[Dj Drama, Jeremih, 2 Chainz, Meek Mill]|[Jeremih]|[Dj Drama]|[Meek Mill]}","[Dj Drama, Jeremih, 2 Chainz, Meek Mill]",,
"Album","1.0","Album-{dbpedia_4181}","{Life}","Life",,
"Year","0.5","Year-{musicbrainz_30099|dbpedia_2266}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Artist","0.5","Artist-{spotify_11913|dbpedia_544}","{[Ed Sheeran]|[Ed Sheeran]}","[Ed Sheeran]",,
"Album","1.0","Album-{dbpedia_1688}","{VHS}","VHS",,
"Writer","0.16666666666666666","Writer-{dbpedia_3757|dbpedia_60|dbpedia_1157|dbpedia_1861|dbpedia_1862|dbpedia_3312}","{DJ Khaled,DJ Nasty , LVM,Lee On the Beats|DJ Khaled,Lee On the Beats,DJ Nasty , LVM|DJ Nasty , LVM,DJ Khaled,Lee On the Beats|DJ Khaled,Lee On the Beats,DJ Nasty , LVM|DJ Nasty , LVM,DJ Khaled,Lee On the Beats|DJ Nasty , LVM,Lee On the Beats,DJ Khaled}","DJ Khaled,DJ Nasty , LVM,Lee On the Beats",,
"Duration","1.0","Duration-{spotify_11984}","{221895.0}","221895.0",,
"Producer","1.0","Producer-{dbpedia_3857}","{Amy Winehouse,Nas,Salaam Remi}","Amy Winehouse,Nas,Salaam Remi",,
"Year","0.6666666666666666","Year-{dbpedia_275|spotify_19710|musicbrainz_25916}","{2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"RecordLabel","1.0","RecordLabel-{dbpedia_10962}","{Ed Sheeran}","Ed Sheeran",,
"Year","0.0","Year-{musicbrainz_26374|dbpedia_7050}","{2015-01-01T00:00|2013-01-01T00:00}","2015-01-01T00:00",,
"Year","0.5","Year-{spotify_18029|musicbrainz_13949|dbpedia_5599|spotify_12949}","{2014-01-01T00:00|2015-01-01T00:00|2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Duration","1.0","Duration-{spotify_15802|musicbrainz_4077}","{241720.0|241760.0}","241740.0",,
"Producer","0.5","Producer-{dbpedia_4948|dbpedia_2990}","{Juan Magan,Juan Magán|Juan Magán,Juan Magan}","Juan Magan,Juan Magán",,
"Writer","1.0","Writer-{dbpedia_3573}","{RedOne}","RedOne",,
"Duration","1.0","Duration-{spotify_10787}","{262173.0}","262173.0",,
"Artist","0.5","Artist-{dbpedia_2279|spotify_2230}","{[Keri Hilson]|[Keri Hilson]}","[Keri Hilson]",,
"Album","1.0","Album-{dbpedia_10133}","{Yes!}","Yes!",,
"Duration","1.0","Duration-{musicbrainz_19196}","{221000.0}","221000.0",,
"Year","1.0","Year-{dbpedia_1613|spotify_12144}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Duration","0.5","Duration-{musicbrainz_13484|spotify_12133}","{209000.0|209427.0}","209213.5",,
"Duration","0.5","Duration-{spotify_9903|musicbrainz_21328}","{268173.0|268000.0}","268086.5",,
"Duration","1.0","Duration-{spotify_13022}","{182213.0}","182213.0",,
"Name","0.5","Name-{dbpedia_3826|spotify_16054}","{Home Alone Tonight|Home Alone Tonight}","Home Alone Tonight",,
"Album","1.0","Album-{dbpedia_5385}","{Storyteller}","Storyteller",,
"Genre","0.0","Genre-{musicbrainz_5739|dbpedia_7615}","{indie pop|Pop rock,Indie pop}","Pop rock,Indie pop",,
"Writer","1.0","Writer-{dbpedia_4518}","{Markus Dravs,James Murphy,Arcade Fire}","Markus Dravs,James Murphy,Arcade Fire",,
"Year","0.0","Year-{dbpedia_10319|spotify_18597}","{2010-01-01T00:00|2011-01-01T00:00}","2010-01-01T00:00",,
"Album","1.0","Album-{dbpedia_3823}","{Damn Country Music}","Damn Country Music",,
"Genre","1.0","Genre-{dbpedia_3518}","{Contemporary R,B,Pop music}","Contemporary R,B,Pop music",,
"Name","0.0","Name-{dbpedia_5329|spotify_13659}","{Never Let Me Go (Florence and the Machine song)|Never Let Me Go}","Never Let Me Go",,
"Genre","1.0","Genre-{musicbrainz_12464}","{rap rock}","rap rock",,
"Duration","1.0","Duration-{spotify_13021}","{216520.0}","216520.0",,
"Genre","0.5","Genre-{musicbrainz_13485|musicbrainz_13478|dbpedia_1905|dbpedia_2959}","{alternative rock|alternative rock|Electro,Electropop|Electropop,Electro}","Electro,Electropop",,
"Writer","1.0","Writer-{dbpedia_8476}","{Rick Rubin}","Rick Rubin",,
"Artist","1.0","Artist-{dbpedia_6462|musicbrainz_28328}","{[Switchfoot]|[Switchfoot]}","[Switchfoot]",,
"Year","0.0","Year-{dbpedia_9720|spotify_2390}","{2012-01-01T00:00|2011-01-01T00:00}","2012-01-01T00:00",,
"Album","1.0","Album-{dbpedia_2888}","{Future History}","Future History",,
"Producer","1.0","Producer-{dbpedia_29}","{Ricky Martin}","Ricky Martin",,
"Duration","0.5","Duration-{musicbrainz_12207|spotify_13829}","{142000.0|142547.0}","142273.5",,
"Name","0.5","Name-{dbpedia_1539|spotify_11151}","{Want to Want Me|Want to Want Me}","Want to Want Me",,
"Name","0.0","Name-{dbpedia_10466|musicbrainz_10852}","{Honesty (Editors song)|Honesty}","Honesty",,
"Writer","1.0","Writer-{dbpedia_4519}","{Dr. Luke}","Dr. Luke",,
"Name","0.5","Name-{spotify_10683|dbpedia_9371}","{Ridin' Solo|Ridin' Solo}","Ridin' Solo",,
"Artist","0.0","Artist-{spotify_2557|spotify_8773|dbpedia_10630}","{[Mika, Ariana Grande]|[Mika, Ariana Grande, Jason Nevins]|[Mika]}","[Jason Nevins, Ariana Grande, Mika]",,
"Writer","1.0","Writer-{dbpedia_7011}","{Martin Johnson}","Martin Johnson",,
"Duration","1.0","Duration-{musicbrainz_3846|musicbrainz_12809}","{249000.0|248680.0}","248840.0",,
"Duration","1.0","Duration-{spotify_11723}","{285160.0}","285160.0",,
"Album","1.0","Album-{dbpedia_7780}","{Cruel Summer}","Cruel Summer",,
"Year","1.0","Year-{spotify_9022|musicbrainz_7743}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_20638}","{The Suburbs,ONXRT: Live From the Archives, Volume 14}","The Suburbs,ONXRT: Live From the Archives, Volume 14",,
"Duration","1.0","Duration-{spotify_13656|spotify_3476}","{288895.0|284862.0}","286878.5",,
"Name","0.5","Name-{musicbrainz_20894|spotify_7732}","{Original Sin|Original Sin}","Original Sin",,
"Duration","1.0","Duration-{spotify_4798}","{289756.0}","289756.0",,
"Year","0.5","Year-{spotify_12004|dbpedia_1509}","{2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Duration","1.0","Duration-{spotify_12088}","{192560.0}","192560.0",,
"Artist","1.0","Artist-{musicbrainz_31261|musicbrainz_31242|dbpedia_5708}","{[New Order]|[New Order]|[New Order]}","[New Order]",,
"Duration","1.0","Duration-{spotify_16620}","{231653.0}","231653.0",,
"Writer","1.0","Writer-{dbpedia_4516}","{Brad Delson,Bradford Phillip Delson,Mike Shinoda}","Brad Delson,Bradford Phillip Delson,Mike Shinoda",,
"Album","1.0","Album-{musicbrainz_11137}","{Portamento}","Portamento",,
"Artist","1.0","Artist-{dbpedia_6257|spotify_4598}","{[Norah Jones]|[Norah Jones]}","[Norah Jones]",,
"Year","1.0","Year-{musicbrainz_8267|dbpedia_9380}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Duration","1.0","Duration-{spotify_11722}","{243747.0}","243747.0",,
"Genre","1.0","Genre-{musicbrainz_12200}","{alternative rock}","alternative rock",,
"Year","0.0","Year-{spotify_10930|dbpedia_10061|musicbrainz_4153}","{2013-01-01T00:00|2011-01-01T00:00|2014-01-01T00:00}","2013-01-01T00:00",,
"Duration","1.0","Duration-{musicbrainz_3575|spotify_16806}","{195000.0|177547.0}","186273.5",,
"Duration","1.0","Duration-{spotify_15688}","{255840.0}","255840.0",,
"Producer","1.0","Producer-{dbpedia_3853}","{Joe Trohman,Pete Wentz,Andy Hurley,Patrick Stump}","Joe Trohman,Pete Wentz,Andy Hurley,Patrick Stump",,
"Year","0.5","Year-{dbpedia_7841|spotify_10786}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Artist","0.6666666666666666","Artist-{spotify_2240|musicbrainz_14534|musicbrainz_14557}","{[Bullet For My Valentine]|[Bullet For My Valentine]|[Bullet For My Valentine]}","[Bullet For My Valentine]",,
"Writer","1.0","Writer-{dbpedia_6079}","{Lee Thomas Miller}","Lee Thomas Miller",,
"Name","0.3333333333333333","Name-{spotify_2240|musicbrainz_14534|musicbrainz_14557}","{Bittersweet Memories|Bittersweet Memories (live at XFM)|Bittersweet Memories}","Bittersweet Memories",,
"Writer","1.0","Writer-{dbpedia_8474}","{Jonas Quant}","Jonas Quant",,
"Genre","1.0","Genre-{dbpedia_7477}","{Traditional folk music}","Traditional folk music",,
"Artist","1.0","Artist-{dbpedia_3842|spotify_11113}","{[Kendrick Lamar]|[Kendrick Lamar]}","[Kendrick Lamar]",,
"Writer","1.0","Writer-{dbpedia_4517}","{Jack White}","Jack White",,
"Album","1.0","Album-{musicbrainz_11138}","{Portamento}","Portamento",,
"Writer","1.0","Writer-{dbpedia_2116}","{Buddy Cannon,Kenny Chesney}","Buddy Cannon,Kenny Chesney",,
"Album","1.0","Album-{dbpedia_3826}","{Kill the Lights}","Kill the Lights",,
"Writer","1.0","Writer-{dbpedia_4513}","{Jax Jones,Duke Dumont}","Jax Jones,Duke Dumont",,
"RecordLabel","0.5","RecordLabel-{dbpedia_2333|dbpedia_1051}","{Epic Records|Epic Records}","Epic Records",,
"Duration","0.5","Duration-{spotify_15238|spotify_20077}","{218493.0|218480.0}","218486.5",,
"Genre","1.0","Genre-{dbpedia_8674}","{Bachata}","Bachata",,
"Genre","1.0","Genre-{musicbrainz_12203}","{alternative rock}","alternative rock",,
"Year","1.0","Year-{dbpedia_6826|spotify_2474}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Name","1.0","Name-{spotify_19676|musicbrainz_1277}","{Fly On the Wall|Fly on the Wall}","Fly On the Wall",,
"Genre","1.0","Genre-{dbpedia_4713}","{Blues rock,Soul}","Blues rock,Soul",,
"Artist","1.0","Artist-{spotify_11912|dbpedia_3530}","{[Thomas Rhett]|[Thomas Rhett]}","[Thomas Rhett]",,
"Genre","1.0","Genre-{dbpedia_2316}","{Country music}","Country music",,
"Producer","1.0","Producer-{dbpedia_1457}","{Duke Dumont,A*M*E,MNEK}","Duke Dumont,A*M*E,MNEK",,
"Year","1.0","Year-{dbpedia_9403|spotify_7114}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_5977}","{Chris DeStefano}","Chris DeStefano",,
"Genre","1.0","Genre-{dbpedia_508}","{Country music}","Country music",,
"Duration","1.0","Duration-{spotify_4530}","{273840.0}","273840.0",,
"Writer","1.0","Writer-{dbpedia_6076}","{Martin Johnson}","Martin Johnson",,
"Genre","0.0","Genre-{musicbrainz_2048|dbpedia_3347}","{alternative rock|Folk rock,Alternative rock}","Folk rock,Alternative rock",,
